IRI	Label	Issue
http://purl.obolibrary.org/obo/OMRSE_00000021	is-component-of-aggregate	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000068	is administered by	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000070	is enrolled in school	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000071	is admitted to hospital	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000167	provides service	not an RO property
