IRI	Label	Issue
http://purl.obolibrary.org/obo/BCO_0000058	has role	shares label with http://purl.obolibrary.org/obo/RO_0000087
http://purl.obolibrary.org/obo/BCO_0000085	to taxon	not an RO property
http://purl.obolibrary.org/obo/BCO_0000086	of organism	not an RO property
http://purl.obolibrary.org/obo/BCO_0000087	member of taxon	not an RO property
