IRI	Label	Issue
http://purl.obolibrary.org/obo/AERO_0000125	has component	shares label with http://purl.obolibrary.org/obo/RO_0002180
http://purl.obolibrary.org/obo/AERO_0000374	is clinical finding about	not an RO property
http://purl.obolibrary.org/obo/AERO_0000088	found to exhibit	not an RO property
http://purl.obolibrary.org/obo/AERO_0000354	involves	not an RO property
