IRI	Label	Issue
http://purl.obolibrary.org/obo/OHD_0000091	is dental restoration of	not an RO property
http://purl.obolibrary.org/obo/OHD_0000216	next visit	not an RO property
http://purl.obolibrary.org/obo/OHD_0000217	later visit	not an RO property
