Level	Rule Name	Subject	Property	Value
ERROR	missing_ontology_description	blank node <775a895c7f299a0574a593439074f1ed>	dc11:description		
ERROR	missing_ontology_license	blank node <775a895c7f299a0574a593439074f1ed>	dc:license		
ERROR	missing_ontology_title	blank node <775a895c7f299a0574a593439074f1ed>	dc11:title		
