Level	Rule Name	Subject	Property	Value
ERROR	missing_ontology_description	blank node <0831c36e9881015ed632c4a56cd48091>	dc11:description		
ERROR	missing_ontology_license	blank node <0831c36e9881015ed632c4a56cd48091>	dc:license		
ERROR	missing_ontology_title	blank node <0831c36e9881015ed632c4a56cd48091>	dc11:title		
