Level	Rule Name	Subject	Property	Value
ERROR	missing_ontology_description	fbbt.owl	dc11:description		
ERROR	missing_ontology_license	fbbt.owl	dc:license		
ERROR	missing_ontology_title	fbbt.owl	dc11:title		
