Level	Rule Name	Subject	Property	Value
ERROR	missing_ontology_description	blank node <d5cea32de784a316514a1f6d6088ae09>	dc11:description		
ERROR	missing_ontology_license	blank node <d5cea32de784a316514a1f6d6088ae09>	dc:license		
ERROR	missing_ontology_title	blank node <d5cea32de784a316514a1f6d6088ae09>	dc11:title		
