Level	Rule Name	Subject	Property	Value
ERROR	missing_ontology_description	blank node <b9ff3f91b550840ebb0c64b6c92d6a23>	dc11:description		
ERROR	missing_ontology_license	blank node <b9ff3f91b550840ebb0c64b6c92d6a23>	dc:license		
ERROR	missing_ontology_title	blank node <b9ff3f91b550840ebb0c64b6c92d6a23>	dc11:title		
